,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_kernel,param_max_iter,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
255,0.002490854263305664,0.00016001123990508372,0.0017643451690673828,0.00013456872629610537,5,5,rbf,1000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
298,0.0045272111892700195,0.0008521551721262991,0.0033919572830200194,0.0007109698910840637,6,4,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
299,0.004117250442504883,0.0005697249787525036,0.002894473075866699,0.00037352042916277136,6,4,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
296,0.005725884437561035,0.0007070204974189945,0.004170036315917969,0.0007304958526002457,6,3,poly,3000,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,0.8666666666666667,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
289,0.005487322807312012,0.00071537142652457,0.004232025146484375,0.0007896177445259587,6,3,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
35,0.0029410362243652345,0.0008350869599522445,0.0019033432006835937,0.00045678019177511554,1,4,poly,3000,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,0.8666666666666667,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
33,0.0026335716247558594,0.0006922662758775256,0.001772451400756836,0.00046218451982580787,1,4,poly,1000,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,0.8666666666666667,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
288,0.006525611877441407,0.0012124567976609638,0.004807758331298828,0.0008813929271162446,6,3,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
284,0.005987429618835449,0.001163670114607689,0.004911589622497559,0.0008742626533257282,6,2,rbf,3000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
283,0.00591590404510498,0.0010283739637010855,0.004677581787109375,0.0015119294739373598,6,2,rbf,2000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
282,0.005230998992919922,0.0011974000060237802,0.0037638664245605467,0.0009099925446308539,6,2,rbf,1000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
281,0.004514670372009278,0.0013354211777205026,0.003517889976501465,0.0011396680485989215,6,2,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
280,0.004517269134521484,0.0011353813851360285,0.0034084558486938477,0.0014244087836560594,6,2,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
279,0.003036689758300781,0.0007541586367156137,0.0026224374771118162,0.0009503328139186983,6,2,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
34,0.0036809682846069337,0.0011763028021377203,0.002379775047302246,0.000691782822089947,1,4,poly,2000,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,0.8666666666666667,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
275,0.003016543388366699,0.00026296324302725317,0.002196073532104492,0.0002936958083617699,6,1,rbf,3000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
292,0.010767102241516113,0.002025713411545458,0.00803215503692627,0.0013423206624047673,6,3,rbf,2000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
274,0.003040981292724609,0.0001866138268923427,0.0022200822830200197,0.00019005158495140635,6,1,rbf,2000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
273,0.0034137725830078124,0.0004782740544038458,0.002266693115234375,0.00026156667066424964,6,1,rbf,1000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
272,0.0032761812210083006,0.00028695254446877626,0.0024930715560913088,0.000493117672823562,6,1,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
271,0.0030404329299926758,0.0002701096105331326,0.0023090362548828123,0.00046827003787863595,6,1,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
270,0.0031568050384521485,0.0004921325888964424,0.002342677116394043,0.00028039067862860816,6,1,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
293,0.00852360725402832,0.0010608664490426396,0.005621647834777832,0.000581370214313968,6,3,rbf,3000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
291,0.008101820945739746,0.0012501922650265,0.006401205062866211,0.0008573611943845958,6,3,rbf,1000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
319,0.00308687686920166,0.00025941243143412225,0.002350616455078125,0.0002645257906418975,6,6,rbf,2000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
320,0.0031899213790893555,0.000303294508528235,0.0023933887481689454,0.0003493025061584077,6,6,rbf,3000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
301,0.003438735008239746,0.0003548477585938821,0.0025241613388061524,0.000403333358563437,6,4,rbf,2000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
72,0.00238955020904541,0.0005059923892117819,0.002037501335144043,0.0008589809833617273,2,3,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
73,0.0024534940719604494,0.0005321674238408419,0.0017492055892944336,0.00047068711641436156,2,3,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
74,0.0026705026626586913,0.000940300094454746,0.0018375873565673827,0.0006497091693157312,2,3,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
75,0.002400064468383789,0.000493163885548679,0.0016655683517456054,0.00029666745698306464,2,3,rbf,1000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
76,0.0020860910415649416,0.00019928564746751678,0.0016315221786499024,0.00037513037822278723,2,3,rbf,2000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
77,0.0021883249282836914,0.00022665628725350098,0.001764202117919922,0.0004459150046676125,2,3,rbf,3000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
78,0.0027580022811889648,0.001036520446825351,0.0015760421752929687,0.00024082212559135878,2,3,poly,1000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
300,0.0037498950958251955,0.0004971344660963541,0.0027002334594726563,0.00046398000351106076,6,4,rbf,1000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
79,0.0032379150390625,0.0013175614643784832,0.002258563041687012,0.0006806228717029289,2,3,poly,2000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
81,0.0044746875762939455,0.0016864897276259662,0.0026622772216796874,0.001069343858645579,2,4,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
82,0.00393216609954834,0.0015918424052311182,0.0023645401000976563,0.0005730495294201244,2,4,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
83,0.003021550178527832,0.0009477763308317229,0.002392482757568359,0.0009638085601196456,2,4,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
84,0.0030376672744750976,0.0007419063086475518,0.002372431755065918,0.0011504256084150927,2,4,rbf,1000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
85,0.002526736259460449,0.0005633914308622513,0.0016807317733764648,0.0002480251931360168,2,4,rbf,2000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
86,0.0022088050842285155,0.0003636385179499169,0.001509714126586914,0.00016311636001175553,2,4,rbf,3000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
87,0.002101230621337891,0.00011587926853805301,0.001503157615661621,0.0001713063970532361,2,4,poly,1000,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,0.8666666666666667,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
80,0.0031296491622924806,0.001046744910236302,0.0021349430084228516,0.0006321362890503919,2,3,poly,3000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
70,0.0026317834854125977,0.0010098242616135907,0.0016844511032104493,0.000345651465108582,2,2,poly,2000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
71,0.002551698684692383,0.000786981233569982,0.0018291234970092773,0.00041732625521307483,2,2,poly,3000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
68,0.0025747537612915037,0.00048335845833137527,0.0020565032958984376,0.0005503207907293105,2,2,rbf,3000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
54,0.002016139030456543,0.000229469306587392,0.0015134096145629882,0.0002133754123530351,2,1,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
55,0.0022750139236450196,0.0003637575388990694,0.0016021251678466797,0.00044169707803404587,2,1,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
56,0.002766108512878418,0.0006053078153919504,0.00224452018737793,0.0006629538863222843,2,1,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
57,0.002495598793029785,0.0004796287722691868,0.0018803834915161132,0.0004297273090474748,2,1,rbf,1000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
58,0.002268052101135254,0.0005586407949844551,0.0014423847198486329,0.0002709245434603307,2,1,rbf,2000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
59,0.0019087553024291991,0.00026935622051707395,0.001304960250854492,0.00011978298424747576,2,1,rbf,3000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
302,0.003568148612976074,0.0006374379699065745,0.0025025606155395508,0.0004328900721881833,6,4,rbf,3000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
69,0.0025262832641601562,0.0005260493268585582,0.0019575834274291994,0.0005438248042358536,2,2,poly,1000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
63,0.0018831014633178711,0.00017234642541053818,0.0014124870300292968,0.00016313912835816356,2,2,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
290,0.008641934394836426,0.001519933735826624,0.006025958061218262,0.0009018490837114312,6,3,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
65,0.0023112773895263674,0.0002691316992819035,0.001824951171875,0.0003104505290496031,2,2,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
66,0.0025311708450317383,0.0007066358288501056,0.001733541488647461,0.0003661455217686173,2,2,rbf,1000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
67,0.002524113655090332,0.00048124502222249873,0.0019312620162963868,0.0004617473007699204,2,2,rbf,2000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.030550504633038926,7
64,0.002061772346496582,0.00037846181122473156,0.00157012939453125,0.00035857102005817693,2,2,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9800000000000001,0.04268749491621898,7
199,0.0032926082611083986,0.000374019692903096,0.0024876117706298826,0.000374691736303856,4,5,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
207,0.0029047727584838867,0.0003702776435684118,0.0020985841751098634,0.00022629288025243123,4,6,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
304,0.003469371795654297,0.0003208038389276223,0.002262735366821289,0.0002316909062662947,6,4,poly,2000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
200,0.003133344650268555,0.00045616007853856416,0.0025202035903930664,0.0004615957976284312,4,5,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
208,0.0029449224472045898,0.00026469701493222315,0.0022979736328125,0.00046008356910240796,4,6,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
303,0.003522944450378418,0.0004058114650707931,0.002467179298400879,0.00028397641424595684,6,4,poly,1000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
197,0.004256987571716308,0.0007341190093755993,0.00282135009765625,0.0004310486088145368,4,4,poly,3000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
198,0.0036252498626708984,0.0006096194410023781,0.0026210546493530273,0.0005006992500621669,4,5,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
263,0.003223276138305664,0.0006707855111366433,0.0024966955184936523,0.0006344707270842134,5,6,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
216,0.0043685674667358395,0.001230859334598171,0.0028050899505615234,0.0003650585560341713,5,1,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
245,0.0030779600143432616,0.0004411701208008655,0.002286481857299805,0.0004298817600332847,5,4,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
244,0.003038978576660156,0.00014578921616579897,0.002222895622253418,0.00014298172100486083,5,4,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
243,0.0035172224044799803,0.0011555206328987548,0.0023960590362548826,0.0003840836258179413,5,4,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
249,0.003027677536010742,0.00017347421666877124,0.002125406265258789,0.00017721074810935175,5,4,poly,1000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
250,0.00302271842956543,0.00023782522276501796,0.0019921064376831055,0.00019171348244594432,5,4,poly,2000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
251,0.0029476165771484377,0.00025308849887850117,0.001884794235229492,0.000133613490053616,5,4,poly,3000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
236,0.0023934125900268556,0.00016602186809936296,0.001849222183227539,0.0003120591882155944,5,3,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
252,0.002638411521911621,0.0003217292437190764,0.0019811391830444336,0.00024544428470268866,5,5,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
253,0.002977871894836426,0.00075655490116968,0.0019388437271118165,0.00025270829626177226,5,5,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
254,0.0024843692779541017,0.00021763364015121156,0.0017685413360595704,0.00018597321009115457,5,5,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
235,0.0024884700775146484,0.00018262972719346938,0.0017746448516845702,0.00013269801543660604,5,3,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
234,0.002462172508239746,0.0002402876180530009,0.0017084360122680664,0.00012451162570901393,5,3,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
261,0.003676629066467285,0.001111142657576005,0.002753281593322754,0.0007646411339936445,5,6,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
262,0.0040891170501708984,0.0010384990424575158,0.003034162521362305,0.0006858241596190942,5,6,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
227,0.0030189990997314454,0.0005286480718790084,0.002013087272644043,0.00020456459277200188,5,2,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
226,0.002622699737548828,0.0001739006615057338,0.001958155632019043,0.00015836369545312284,5,2,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
225,0.002663111686706543,0.00014228378353258234,0.0019580364227294923,0.00011846708033393127,5,2,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
218,0.004703927040100098,0.001396089569725017,0.003064894676208496,0.0006021519802479321,5,1,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
217,0.003519916534423828,0.0005556016167292561,0.002881026268005371,0.0006943481307298159,5,1,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
209,0.0028787851333618164,0.0003652232301471667,0.0021077394485473633,0.0003316676879554432,4,6,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
196,0.004703831672668457,0.0007075044885793224,0.003065800666809082,0.0005326192770094881,4,4,poly,2000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
0,0.0028822898864746095,0.0013593560927610882,0.0017012596130371095,0.0004549123854964688,1,1,linear,1000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
191,0.0042637109756469725,0.00044749931428638367,0.0033351659774780275,0.0005845660188444836,4,4,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
31,0.0022451162338256838,0.0001583471329922868,0.0015430927276611328,0.0002165517197161023,1,4,rbf,2000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,0.9733333333333334,0.03265986323710904,166
32,0.002181696891784668,0.0002958593979718414,0.00148465633392334,0.00011247857061132162,1,4,rbf,3000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,0.9733333333333334,0.03265986323710904,166
36,0.0026342391967773436,0.0005856530477254882,0.002226519584655762,0.0008927839574509997,1,5,linear,1000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
37,0.0029415607452392576,0.000818307038085565,0.0022544384002685545,0.0009180160487725584,1,5,linear,2000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
38,0.003282928466796875,0.0010361437151946303,0.0022108078002929686,0.0005750019598126662,1,5,linear,3000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
39,0.003231501579284668,0.0005084073408136525,0.002174568176269531,0.0005285678901027894,1,5,rbf,1000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,0.9733333333333334,0.03265986323710904,166
40,0.0034577369689941405,0.0019975235609476037,0.002336430549621582,0.0006492167595176615,1,5,rbf,2000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,0.9733333333333334,0.03265986323710904,166
41,0.0026875972747802735,0.0006914335626233966,0.002406191825866699,0.0007573196969768548,1,5,rbf,3000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,0.9733333333333334,0.03265986323710904,166
42,0.002311420440673828,0.00025168901643166417,0.001550602912902832,0.00022814585278673797,1,5,poly,1000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
43,0.0023601293563842774,0.0003228200318340861,0.001506638526916504,0.0002344260193310559,1,5,poly,2000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
44,0.002567028999328613,0.0005607851244626319,0.0015474081039428711,0.0001734167671092544,1,5,poly,3000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
45,0.002380084991455078,0.0006014390552254434,0.0016303539276123046,0.0004057670558499973,1,6,linear,1000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
46,0.0022126436233520508,0.00040820926332878747,0.0016119718551635743,0.00041265824125142394,1,6,linear,2000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
47,0.002473926544189453,0.00056442321523101,0.0016369104385375976,0.00022413750910113228,1,6,linear,3000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
48,0.0022412776947021485,0.0002651467842933243,0.0016503095626831054,0.0003153529018830389,1,6,rbf,1000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,0.9733333333333334,0.03265986323710904,166
49,0.0022042036056518556,0.0002029388484533525,0.0017113685607910156,0.0006120825135354852,1,6,rbf,2000,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,0.9733333333333334,0.03265986323710904,166
